embeddings	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
129743,129744,129745	PER	PETRONILA ANGELIGA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
129757,129758,129759	PER	ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
129761,129762,129763,129764	PER	PETRRONILA A . GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
129766,129767,129768,129769	PER	CONSUELO MONTALVO DE FRIAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
129774,129775,129776,129777	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
129966	PER	Creador.	Creador	God	Q190
130065	PER	Dios	Dios	God	Q190
130080,130081,130082	PER	ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
130268,130269,130270,130271	PER	ISABEL A. DE PELLERANO	Isabel A. de Pellerano	Isabel A. de Pellerano	
130274	MISC	Fémina	Fémina	Fémina	
130735,1307	PER	MERCEDES MOTA	MERCEDES MOTA	Mercedes Mota	Q123478374
130885,1309	PER	JOSÉ INGENIEROS	José Ingenieros	José Ingenieros	Q733019
131251	PER	Dios	Dios	God	Q190
131306	MISC	Sol	Sol	Sol	
131354,131355,131356,131357	MISC	EL MAGGIOLO DE CRUZADO.	C. Enriqueta Maggiolo de Cruzado	C. Enriqueta Maggiolo de Cruzado	
131359	MISC	Violeta	Violeta	Violeta	
131363,1314	LOC	San Cristóbal	San Cristóbal	San Cristóbal	
131731	MISC	Quijote	Quijote	Quijote	
131764,131765,131766,131767,131768,131769	PER	Ledo , Luis C. del Castillo	Ledo , Luis C. del Castillo	Luis C. del Castillo	
131870	LOC	Europa	Europa	Europa	
131905,131906,131907	PER	José Victirino .	José Victirino .	José Victirino.	
131909	PER	Lastarria	Lastarria	Lastarria	
131912	LOC	América	América	América	
131988,132	PER	MARINA MOYA	MARINA MOYA	Marina Moya	
131998	PER	Montelle	Montelle	Montelle	
132006	MISC	Fémina	Fémina	Fémina	
132051	MISC	Ceres	Ceres	Ceres	
132114,1321	PER	QUITERIO BERROA	Quiterio Berroa	Quiterio Berroa	
132120	MISC	Fémina	Fémina	Fémina	
132129	MISC	Fémina	Fémina	Fémina	
132137,1321	PER	María Badía	María Badía	María Badía	
132271	MISC	Torre	Torre	Torre	
132391,132392,132393,132394,132395	PER	R. A . JORGE RIVAS	R. A . JORGE RIVAS	Jorge Rivas	
132403,132404,132405	MISC	Cimas de Epilepsia	Cimas de Epilepsia	Cimas de Epilepsia	
132420,1324	PER	Marincita Rijo	Marincita Rijo	Marincita Rijo	
132604,132605,132606	PER	MANUEL A. MENA	Manuel A. Mena	Manuel A. Mena	
132658	MISC	Hacedor	Dios	Dios	
132728	LOC	Japón	Japón	Japón	
132734	MISC	Chifón	Chifón	Chifón	
132808	MISC	Chifón	Chifón	Chifón	
132902,1329	PER	M. BAEZ	M. Báez	Báez	
132904,132905,132906	PER	G. Villa Colón	G. Villa Colón	G. Villa Colón	
133071,133072,133073,133074	PER	Petronila d . Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
133127,1331	PER	ALTAGRAGIA DOMINGUEZ	Altagracia Domínguez	Altagracia Domínguez	
133130,133131,133132,133133	PER	S. P. de Macoris	San Pedro de Macorís	San Pedro de Macorís	
133167	MISC	Febo	Febo	Febo	
133254,133255,133256,133257,133258	PER	RAMON A . ABAD MENDEZ	RAMON A . ABAD MENDEZ	Ramon a. Abad Mendez	
133335	MISC	Fémina	Fémina	Fémina	
133357,133358,133359,133360	PER	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
133400	PER	Fémina	Fémina	Fémina	
133459,133460,133461,133462,133463,133464,133465	PER	Doña Isabel A . Vda , Pellerano	Isabel A. de Pellerano	Isabel A. de Pellerano	
133482,133483,133484	PER	Ledo Bald-maro Rijo	Ledo Bald-maro Rijo	Ledo Bald-maro Rijo	
133504,133505,133506	PER	Don Antonio Casanovas	Don Antonio Casanovas	Antonio Casanovas	
133508,133509,133510,133511	PER	Doña Constanza de Casanovas	Doña Constanza de Casanovas	Constanza de Casanovas	
133529	PER	Diego	Diego	Diego	
133534,1335	PER	Silverio Damato	Silverio Damato	Silverio Damato	
133537,1335	PER	Toma sita	Tomasita	Juana Tomasa Quiala Rojas	Q131784795
133547	PER	Felicia	Felicia	Felicia	
133565	PER	Dieguito	Dieguito	Dieguito	
133568	PER	Felicia	Felicia	Felicia	
133593,133594,133595,133596	PER	Don Jos sé Peña	José Peña	José Peña	
133599,133600,133601,133602,133603	PER	Doña María G. de Peña	Doña María G. de Peña	María G. de Peña	
133607	PER	María	María	Mary	Q345
133622	PER	Virina	Virina	Virina	
133641,1336	PER	Rafael .	Rafael	Raphael	Q5597
133644	PER	Alburqueque	Alburqueque	Alburqueque	
133653,133654,133655	PER	Concep ción Vangrieken	Concep ción Vangrieken	Concep ción Vangrieken	
133662	PER	Mariita	Mariita	Mariita	
133715,133716,133717	PER	Zolla Patria Martinez	Zoila Patria Martínez	Zoila Patria Martínez	
133773,1338	PER	Godofredo Canino	Godofredo Canino	Godofredo Canino	
133776,133777,133778	PER	L. de Canino	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
133816,133817,133818	ORG	Guna de América	Cuna de América	Cuna de América	
133838,133839,133840,133841	PER	Enriqueta Maggiolo de Cruzado	C. Enriqueta Maggiolo de Cruzado	C. Enriqueta Maggiolo de Cruzado	
133916,133917,133918,133919	MISC	Descubridor del la América	Cristóbal Colón	Cristóbal Colón	
133922,1339	PER	Cristóbal Colón	Cristóbal Colón	Christopher Columbus	Q7322
133934,133935,133936,133937	LOC	Catedral de Santo Domingo	Catedral de Santo Domingo	Catedral de Santo Domingo	
133961,133962,133963	PER	Jesús Ma Troncoso	Jesús Ma Troncoso	Jesús Ma Troncoso	
134054	MISC	Bautismo	Bautismo	Bautismo	
134075	PER	Troncoso	Troncoso	Troncoso	
134100,1341	PER	Pablito Hernandez	Pablito Hernandez	Pablo Hernández	Q3898700
134122,1341	PER	Lolito Flochón	Lolito Flochón	Lolito Flochón	
134209	LOC	Consuelo	Consuelo	Consuelo	
134230	LOC	Consuelo	Consuelo	Consuelo	
134255,1343	PER	Carmen Soler	Carmen Soler	Carmen Soler	
134261,134262,134263	ORG	Superitendencia de Enseñauza	Superitendencia de Enseñanza	Superitendencia de Enseñanza	
134273,1343	PER	esposos Norman	esposos Norman	esposos Norman	
134301,134302,134303	PER	Clara de Norman	Clara de Norman	Clara de Norman	
134315	MISC	FEMINA	Fémina	Fémina	
134321,134322,134323	PER	Srta . Graciosa	Srta . Graciosa	Graciosa	
134410,134411,134412,134413	ORG	C. QUIMICO FARMACEUTICO MAYAGÜEZ	Químico Farmacéutico Mayagüez	Químico Farmacéutico Mayagüez	
134454	MISC	Fémina	Fémina	Fémina	
134485	LOC	Macorís	San Pedro de Macorís	San Pedro de Macorís	
134529,134530,134531	PER	Petronila Angélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
134536,1345	LOC	José Reyes	José Reyes	José Reyes	
134549	MISC	Goulds	Goulds	Goulds	
134561,1346	MISC	O. K	O. K	O. K	
134573,134574,134575,134576	ORG	JOSE ARMENTEROS & CO.	José Armenteros	José Armenteros	
134580,134581,134582,134583,134584	LOC	C. San Pedro de Macoris	San Pedro de Macorís	San Pedro de Macorís	
134596	ORG	FEMINA	Fémina	Fémina	
134612,134613,134614	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
134622,134623,134624,134625,134626	PER	MARIA L. ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
134628,134629,134630,134631	PER	PETRÓNILA A . GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
134634,134635,134636,134637	PER	GONSUELO MONTALVO DE FRIAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
134642,134643,134644,134645	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
134665,1347	PER	ELENA ARIZMENDI	Elena Arizmendi de Duersch	Elena Arizmendi de Duersch	
135141	PER	Julia	Julia	Julia	
135144,1351	PER	JosefIna Sánchez	JosefIna Sánchez	JosefIna Sánchez	
135251,135252,135253	PER	Vicente de Paulme	Vicente de Paúl	Vicente de Paúl	
135494	PER	Dios	Dios	God	Q190
135498,135499,135500,135501,135502	PER	MARIA LUISA ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
135526	LOC	Estambul	Estambul	Estambul	
135555	MISC	Suavidad	Suavidad	Suavidad	
135631	PER	Voltaire	Voltaire	Voltaire	
135635	MISC	Pompádour	Pompádour	Pompádour	
135703	MISC	Ofir	Ofir	Ofir	
135738	MISC	Fémina	Fémina	Fémina	
135746,135747,135748	PER	DON JUAN AMECHAZURRA	DON JUAN AMECHAZURRA	Juan Amechazurra	
135771,1358	PER	BALDEMARO RIJO	Baldemaro Rijo	Baldemaro Rijo	
136057	PER	Macorís	San Pedro de Macorís	San Pedro de Macorís	
136075	PER	Macoris	San Pedro de Macorís	San Pedro de Macorís	
136133,136134,136135,136136,136137	PER	ISABEL A . VDA .	Isabel A. de Pellerano	Isabel A. de Pellerano	
136139	LOC	PELLERANO	Pellerano	Pellerano	
136154,1362	PER	MONS .	MONS .	Mons.	
136156,136157,136158,136159,136160	PER	LUIS A . DE MENA	Luis A. de Mena	Luis A. de Mena	
136190,136191,136192,136193	PER	Luis A. de Mena	Luis A. de Mena	Luis A. de Mena	
136196	PER	Titular	Titular	Titular	
136198	PER	Parios	Parios	Parios	
136205,136206,136207	PER	Adolfo A. Nouel	Adolfo A. Nouel	Adolfo Alejandro Nouel	Q163612
136266,1363	PER	Padre Mena	Padre Mena	Mena	
136309,136310,136311	PER	S.S. Pío Xl	Pío XI	Pius XI	Q42323
136354	PER	Dios	Dios	God	Q190
136385	PER	Jesus	Jesucristo	Jesus Christ	Q302
136421,136422,136423	PER	Monseñor de Mena	Monseñor de Mena	de Mena	
136459	MISC	Providencia	Providencia	Providencia	
136485,136486,136487,136488,136489	PER	Monseñor Luis A. de Mena	Monseñor Luis A. de Mena	Luis A. de Mena	
136501	MISC	República	República Dominicana	República Dominicana	
136632	MISC	Mitira	Mitira	Mitira	
136635	MISC	Báculo	Báculo	Báculo	
136702,1367	PER	Arzobisio Meriño	Arzobispo Meriño	Meriño	
136716,136717,136718,136719	MISC	Corazón Sacratísimo de Jesús	Corazón Sacratísimo de Jesús	Corazón Sacratísimo de Jesús	
136730,136731,136732,136733,136734	MISC	Monegrama de la Virgen Santísima	Monegrama de la Virgen Santísima	Monegrama de la Virgen Santísima	
136737,1367	MISC	Corona Real	Corona Real	Corona Real	
136743,136744,136745,136746,136747,136748,136749,136750,136751	MISC	Pontificia Corona ción de Nuestra Señora de la Altagracia	Pontificia Corona ción de Nuestra Señora de la Altagracia	Coronación de Nuestra Señora de Altagracia	
136781	ORG	España	España	España	
136801	PER	Jesús	Jesucristo	Jesus Christ	Q302
136806,1368	PER	Madre Santísma	Madre Santísma	Santísma	
136872,1369	PER	Arzobispo Nouel	Arzobispo Nouel	Augusto Adolfo Nouel	Q139790525
136887,136888,136889,136890,136891	LOC	montaña de Isabel de Torres	montaña de Isabel de Torres	montaña de Isabel de Torres	
136899,1369	LOC	Puerto Plata	Puerto Plata	Puerto Plata	
136906	PER	Monseñor	Monseñor	Monseñor	
136907,136908,136909,136910	PER	Luis A. de Mena	Luis A. de Mena	Luis A. de Mena	
136927,1369	PER	Arzobispo Portes	Arzobispo Portes	Amarildo Batista de França	Q61878898
136934	PER	Monseñor	Monseñor	Monseñor	
136972,136973,136974	PER	JOSEFA PEREZ ANDUJAR	JOSEFA PEREZ ANDUJAR	Josefa Perez Andujar	
136979	LOC	Peravia	Peravia	Peravia	
137037	PER	Apolo	Apolo	Apolo	
137045	LOC	Minerva	Minerva	Minerva	
137188	MISC	Gloria	Gloria	Gloria	
137223,137224,137225	PER	Petronila Angélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
138082,138083,138084	PER	Petronila Angélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
138087,138088,138089,138090	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
138107	ORG	Fémina	Fémina	Fémina	
138265,1383	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
138274,138275,138276,138277	PER	Petronila A . Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
138282,138283,138284,138285	PER	Consuelo M. de Frias	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
138287,138288,138289,138290	PER	María L. de Canino	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
138312	LOC	Patria	Patria	Patria	
138346	ORG	Fémina	Fémina	Fémina	
138359,138360,138361	PER	Mignon Coiscou Henriquez	Mignon Coiscon Henríquez	Mignon Coiscon Henríquez	
138364	ORG	FEMINA	Fémina	Fémina	
138366,138367,138368,138369	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
138371,1384	LOC	República Dominicana	República Dominicana	República Dominicana	
138391,138392,138393	PER	Petronila Angélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
138410,1384	PER	Fed .	Fed.	Andrey A. Fedorov	Q252315
138413,138414,138415	PER	Henriquez i Carvajal	Henriquez i Carvajal	Henriquez i Carvajal	
138429	ORG	Orto	Orto	Orto	
138432	LOC	Mauzanillo	Mauzanillo	Mauzanillo	
138434	LOC	Cuba	Cuba	Cuba	
138440	PER	DELIA	Delia	Delia	
138445	ORG	Fémina	Fémina	Fémina	
138531,138532	PER	ELENA GURIEL	ELENA GURIEL	Elena Guriel	
138533,138534	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
138548,138549,138550	LOC	Macoris del Sudeste	Macorís del Sudeste	Macorís del Sudeste	
138581,138582	ORG	Cuerpo Directivo	Cuerpo Directivo	Cuerpo Directivo	
138597,138598,138599	PER	Petronila Angélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
138652	LOC	Bauí	Bauí	Bauí	
138662	PER	AQUILINO	Aquilino	Salvadore Aquilino	Q117086329
138704,138705	PER	Baltazar Brum	Baltazar Brum	Baltazar Brum	
138710,138711,138712	MISC	Republica del Uruguay	Republica del Uruguay	Republica del Uruguay	
138722,138723,138724,138725	MISC	La Paz de America	La Paz de America	La Paz de America	
138823,138824,138825	PER	DónJuan Felix Peguero	Juan Felix Peguero	Juan Felix Peguero	
138872,138873	MISC	Ol Tú	Ol Tú	Ol Tú	
138880,138881	PER	Quiterio Berroa	Quiterio Berroa	Quiterio Berroa	
138914,138915,138916	MISC	El Ideal Social	El Ideal Social	El Ideal Social	
138928,138929,138930,138931	PER	Luis O. del Castillo	Luis C. del Castillo	Luis C. del Castillo	
138976,138977	LOC	Sto .	Santo Domingo	Santo Domingo	
138985,138986,138987	PER	Pedro Pablo Hernandez	Pedro Pablo Hernandez	Pablo Hernández	Q3898700
139014	PER	Dios	Dios	God	Q190
139044,139045,139046,139047	PER	Sara Simounet de Marin	Sara Simounet de Marín	Sara Simounet de Marín	
139055,139056,139057	PER	L. D. Marin	L. D. Marin	L. D. Marin	
139068	LOC	Rico	Rico	Rico	
139087,139088,139089	PER	Nemesio R. Canales	Nemesio R. Canales	Nemesio Canales	Q6991105
139098	LOC	Rico	Rico	Rico	
139112,139113,139114	PER	Nemesio R. Canales	Nemesio R. Canales	Nemesio Canales	Q6991105
139144,139145	ORG	El Dia	El Dia	El Dia	
139169,139170	MISC	San Lorenzo	San Lorenzo	San Lorenzo	
139175,139176,139177,139178	PER	Gobernador de Puerto Rico	Gobernador de Puerto Rico	Gobernador de Puerto Rico	
139191	LOC	Vashington	Washington	Washington	
139245,139246,139247	PER	Emilio A. Morel	Emilio A. Morel	Emilio A. Morel	Q139661850
139279	LOC	Tegucigalpa	Tegucigalpa	Tegucigalpa	
139281	LOC	Honduras	Honduras	Honduras	
139292,139293	LOC	Centro América	Centroamérica	Centroamérica	
139302,139303	PER	Froilán Turcios	Froilán Turcios	Froylán Turcios	Q598228
139311,139312	MISC	orto Manzanillo	orto Manzanillo	orto Manzanillo	
139314	LOC	Cuba	Cuba	Cuba	
139329,139330	ORG	El Paladin	El Paladin	El Paladin	
139336,139337,139338,139339	LOC	San Francisco de Macoris	San Francisco de Macorís	San Francisco de Macorís	
139363	PER	Ramirez	Ramirez	Ramirez	
139376,139377	PER	Josefina Bamirez	Josefina Bamirez	Josefina Bamirez	
139387	LOC	Rico	Rico	Rico	
139402,139403,139404,139405	PER	Doña Carmen de Cordero	Doña Carmen de Cordero	Carmen de Cordero	
139417,139418	PER	Elenita Curiel	Elenita Curiel	Elenita Curiel	
139471,139472,139473	PER	Montalvo de Frias	Montalvo de Frías	Consuelo Montalvo de Frías	
139500,139501,139502,139503	PER	Consuelo Montalvo de Frias	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
139521,139522	PER	Teófilo Ceára	Teófilo Ceára	Teófilo Ceára	
139563	MISC	Calherine	Catherine	Catherine	
139567,139568,139569	ORG	Bull Insular Line	Bull Insular Line	Bull Insular Line	
139579	MISC	Catherine	Catherine	Catherine	
139588	LOC	Rico	Rico	Rico	
139635	MISC	FEMINA	Fémina	Fémina	
139705,139706,139707	PER	PETRRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
139715,139716,139717,139718,139719,139720	PER	MARIA L . ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
139722,139723,139724	PER	PETRÓNILA A. GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
139727,139728,139729,139730	PER	CONSUELO MONTALVO DE FRRIAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
139735,139736,139737,139738	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
139759,139760	PER	Jose Marti	Jose Martí	Jose Martí	
139762,139763	PER	Eugenio Ma	Eugenio María	Eugenio María de Hostos y Boñilla	Q3543841
139766	LOC	Hostos	Hostos	Hostos	
139769	PER	Marti	Marti	Marti	
139772,139773	PER	Eugenio María	Eugenio María	Eugenio María de Hostos y Boñilla	Q3543841
139779,139780	LOC	Patria Central	Patria Central	Patria Central	
139784	PER	Hostos	Hostos	Eugenio María de Hostos y Boñilla	Q3543841
139799	PER	Marti	Marti	Marti	
139819	PER	Hostos	Hostos	Eugenio María de Hostos y Boñilla	Q3543841
139835	LOC	Patrias	Patria	Patria	
139846	LOC	Patrias	Patria	Patria	
139868	PER	Marti	Marti	Marti	
139909	PER	Hostos	Hostos	Eugenio María de Hostos y Boñilla	Q3543841
139935	PER	Marti	Marti	Marti	
139971	ORG	Hostos	Hostos	Hostos	
139994	PER	Marti	Marti	Marti	
140010	PER	Moisés	Moisés	Moses	Q9077
140013	PER	Jesús	Jesucristo	Jesus Christ	Q302
140016	ORG	Hostos	Hostos	Hostos	
140021	PER	Moisés	Moisés	Moses	Q9077
140024	PER	Jesús	Jesucristo	Jesus Christ	Q302
140041	PER	Marti	Marti	Marti	
140048,140049	PER	Eugenio María	Eugenio María	Eugenio María de Hostos y Boñilla	Q3543841
140059	ORG	Hostos	Hostos	Hostos	
140070	PER	Bolívar	Simón Bolívar	Simón Bolívar	
140084	LOC	Darien	Darien	Darien	
140098	PER	Marti	Marti	Marti	
140116,140117,140118,140119	MISC	Repúblicas del Habla Común	Repúblicas del Habla Común	Repúblicas del Habla Común	
140122	MISC	Potencia	Potencia	Potencia	
140129,140130,140131,140132,140133,140134,140135	LOC	Los Estados Unidos de la América Latina	Los Estados Unidos de la América Latina	Los Estados Unidos de la América Latina	
140141,140142	MISC	Nuevo Mundo	Nuevo Mundo	Nuevo Mundo	
140177,140178,140179,140180	ORG	Estados Unidos de Europa	Estados Unidos de Europa	Estados Unidos de Europa	
140187	PER	Hostos	Hostos	Eugenio María de Hostos y Boñilla	Q3543841
140197,140198	LOC	Antilla Central	Antilla Central	Antilla Central	
140216	MISC	Plenipotenciarios	Plenipotenciarios	Plenipotenciarios	
140237,140238,140239	MISC	LA SANTA MARIA	La Santa María	La Santa María	
140255	MISC	Rábida	Rábida	Rábida	
140348	MISC	Odiel	Odiel	Odiel	
140367	LOC	Castilla	Castilla	Castilla	
140469,140470	PER	Santa María	Virgen	Mary	Q345
140535	LOC	América	América	América	
140551	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
140634	LOC	Antilla	Antillas	Antillas	
140638	LOC	Catay	Catay	Catay	
140642	LOC	Oriente	Oriente	Oriente	
140696	LOC	Cuba	Cuba	Cuba	
140702	LOC	Antilla	Antillas	Antillas	
140704	LOC	Hispaniola	Hispaniola	Hispaniola	
140741	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
140744	PER	Isabel	Isabel	Isabel	
140750	LOC	Guisguega	Guisguega	Guisguega	
140783	PER	Colon	Cristóbal Colón	Christopher Columbus	Q7322
140789	PER	Guail	Guail	Guail	
140829,140830	PER	Santa María	Virgen	Mary	Q345
140904	LOC	Antilla	Antillas	Antillas	
140938,140939,140940	PER	CESAR N. PENSON	César N. Penson	César N. Penson	
140997	LOC	AMERICA	América	América	
141036	PER	Dios	Dios	God	Q190
141043	MISC	Universo	Universo	Universo	
141049	MISC	Génesis	Génesis	Génesis	
141074	LOC	América	América	América	
141090	PER	Dios	Dios	God	Q190
141119	LOC	Europa	Europa	Europa	
141164	MISC	Biblia	Biblia	Biblia	
141169	PER	Deus	Deus	Deus	
141203,141204	PER	Cristobal Colón	Cristóbal Colón	Christopher Columbus	Q7322
141209	LOC	América	América	América	
141236	PER	Creador	Creador	God	Q190
141266	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
141401,141402	MISC	la América	la América	América	
141457	LOC	Eluropa	Eluropa	Eluropa	
141475	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
141515,141516,141517	PER	Reyes de España	Reyes de España	Reyes de España	
141564	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
141588	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
141619,141620	PER	Marco Polo	Marco Polo	Marco Polo	
141623,141624,141625	PER	Juan de Bethencourt	Juan de Bethencourt	Jean de Béthencourt	Q447602
141630	LOC	Canarias	Canarias	Canarias	
141634,141635,141636	PER	Enrique el Navegante	Enrique el Navegante	Prince Henry the Navigator	Q182897
141645,141646,141647	PER	Gon zalo Zarco	Gonzalo Zarco	Gonzalo Zarco	
141649,141650	PER	Tristán VazPeixeira	Tristán	Tristan	Q55002177
141658,141659	LOC	Puerto Santo	Puerto Santo	Puerto Santo	
141666,141667	LOC	cabo Bajador	Cabo Bojador	Cabo Bojador	
141669	PER	Guillianes	Guillianes	Guillianes	
141671,141672	PER	Gonzalez Baldaya	Gonzalez Baldaya	Gonzalez Baldaya	
141675,141676	PER	Antonio Gonzales	Antonio Gonzales	Antonio Gonzales	
141678,141679	PER	Nuno Tristán	Nuno Tristán	Nuno Tristão	Q550611
141685,141686	LOC	Cabo Blanco	Cabo Blanco	Cabo Blanco	
141694	LOC	Verde	Verde	Verde	
141697	PER	Diaz	Diaz	Diaz	
141699,141700	PER	Diego Cain	Diego Cain	Diego Cain	
141784	MISC	Génesis	Génesis	Génesis	
141791	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
141828	MISC	ITIERRA	Tierra	Tierra	
141846	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
141889	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
141946,141947	LOC	San Salvador	San Salvador	San Salvador	
141968	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
141978	LOC	Indin	Indin	Indin	
142129	LOC	América	América	América	
142139	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
142151	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
142164	LOC	Vaticano	Vaticano	Vaticano	
142210	PER	Dios	Dios	God	Q190
142213	LOC	América	América	América	
142226,142227,142228	LOC	Puerto de Palos	Puerto de Palos	Puerto de Palos	
142313,142314,142315	PER	Dios de las	Dios de las	Dios de las	
142317	PER	Américas	América	América	
142324	PER	Cristo	Cristo	Jesus Christ	Q302
142337	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
142372	PER	Gaglinfti	Gaglinfti	Gaglinfti	
142396	MISC	Occidental	Occidental	Occidente	
142407	PER	Noé	Noé	Noé	
142424	LOC	Enropa	Europa	Europa	
142426	LOC	Asia	Asia	Asia	
142428	LOC	Africa	África	África	
142436	LOC	América	América	América	
142446	MISC	Jafet	Jafet	Jafet	
142455,142456	PER	Cristobal Colón	Cristóbal Colón	Christopher Columbus	Q7322
142476	PER	Fernando	Fernando	Fernando	
142478	PER	Isabel	Isabel	Isabel	
142499	LOC	América	América	América	
142555	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
142558	LOC	América	América	América	
142563	PER	Dios	Dios	God	Q190
142588,142589,142590	PER	JOAQUIN MA .	Joaquin Ma. Bobea	Joaquin Ma. Bobea	
142592	PER	BOBEA	Bobea	Bobea	
142598,142599	LOC	Costa Sur	Costa Sur	Costa Sur	
142601,142602	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
142616,142617,142618	PER	Kelty la Divina	Kelty la Divina	Kelty la Divina	
142623	PER	Virgen	Virgen	Mary	Q345
142693	LOC	Judea	Judea	Judea	
142708	LOC	Galilea	Galilea	Galilea	
142808,142809	PER	Baldemaro Rijo	Baldemaro Rijo	Baldemaro Rijo	
142897	MISC	Rey	Rey	Rey	
143214	PER	Rey	Rey	Rey	
143584	MISC	Olvido	Olvido	Olvido	
143631	MISC	Creación	Creación	Creación	
143869,143870	PER	DELIA VEBER	Delia Weber	Delia Weber	Q28917373
143873,143874	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
143893	ORG	Fémina	Fémina	Fémina	
143926	MISC	Edison	Edison	Edison	
143938	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
143950,143951,143952,143953	PER	Joaquin Ma . Bobea	Joaquin Ma. Bobea	Joaquin Ma. Bobea	
143961	PER	Jesucristo	Jesucristo	Jesus Christ	Q302
143974	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
143986,143987,143988	PER	Lorenzo J. Bobea	Lorenzo J. Bobea	Lorenzo J. Bobea	
143994	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
144018,144019,144020	PER	Peélir E. Richiez	Peélir E. Richiez	Peélir E. Richiez	
144328,144329,144330,144331	PER	MIGUEL A . GUERRERO	Miguel A. Guerrero	Miguel A. Guerrero	
144362,144363,144364,144365	PER	Doña Isabel la Católica	Isabel la Católica	Isabella I of Castile	Q45859
144388,144389	PER	Eva Rodriguez	Eva Rodriguez	Andrea Evangelina Rodríguez Perozo	Q16565444
144391	PER	Angulo	Angulo	Miguel Ángel Angulo	Q313308
144397,144398	PER	Cristóbal Colón	Cristóbal Colón	Christopher Columbus	Q7322
144420	LOC	América	América	América	
144442,144443,144444	PER	Lorenzo Sánchez .	Lorenzo Sánchez .	Lorenzo Sánchez.	
144467	LOC	América	América	América	
144525	PER	Marti	Marti	Marti	
144529,144530	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
144536,144537,144538	MISC	Centro del Mundo	Centro del Mundo	Centro del Mundo	
144561,144562,144563,144564,144565	ORG	Universidad Primada de la América	Universidad Primada de la América	Universidad Primada de la América	
144608	PER	Bolivar	Simón Bolívar	Simón Bolívar	
144621	MISC	Hércules	Hércules	Hércules	
144629,144630	LOC	El Chimborazo	El Chimborazo	El Chimborazo	
144634	LOC	Andes	Andes	Andes	
