embedding	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
65396,65397,65398,65399	MISC	El Barbero de Sevilla	El Barbero de Sevilla	El Barbero de Sevilla	
65419	MISC	Aida	Aida	Aida	
65428	PER	Orduña	Orduña	Orduña	
65431,65432	PER	Parti Leliva	Parti Leliva	Parti Leliva	
65434	PER	Cigada	Cigada	Cigada	
65436	PER	Vidal	Vidal	Vidal	
65453,65454	PER	Titta Ruffo	Titta Ruffo	Titta Ruffo	
65463	PER	Polastri	Polastri	Polastri	
65498	MISC	Marechaiari	Marechaiari	Marechaiari	
65500,65501,65502	MISC	Torna á Tórrento	Torna á Tórrento	Torna á Tórrento	
65504,65505	MISC	Mari- Mari	Mari- Mari	Mari- Mari	
65516	MISC	SALOMÉ	SALOMÉ	Salomé	
65517,65518	PER	' NUÑEZ	' NUÑEZ	Nuñez	
65544	MISC	FILIPINAS	Filipinas	Filipinas	
65621,65622	PER	CONSTANCIA POBLETE	Constancia Poblete	Constancia Poblete	
65627,65628	PER	FRANCISCA GESMUNDO	Francisca Gesmundo	Francisca Gesmundo	
65656	LOC	Maynila	Manila	Manila	
65922	ORG	FILIPINAS	Filipinas	Filipinas	
66139,66140,66141,66142	LOC	Plaza de Santa Cruz	Plaza de Santa Cruz	Plaza de Santa Cruz	
66151	LOC	FILIPINAS	Filipinas	Filipinas	
66520,66521,66522	PER	CRISPULO LAYOG DENTISTA	CRISPULO LAYOG DENTISTA	Crispulo Layog Dentista	
66524,66525	LOC	Plaza Miranda	Plaza Miranda	Plaza Miranda	
66530	LOC	Qniapo	Quiapo	Quiapo	
66532	LOC	Manila	Manila	Manila	
66558	ORG	Pátria	Patria	Patria	
66748	LOC	Europa	Europa	Europa	
66751	LOC	America'y	América	América	
66946	LOC	Malolos	Malolos	Malolos	
66966	LOC	FILIPINAS	Filipinas	Filipinas	
67295	PER	Lumikha	Lumikha	Lumikha	
67387,67388,67389,67390	PER	Pilar J. Lázaro .	Pilar J. Lázaro .	Pilar J. Lázaro.	
67399,67400,67401	PER	Ramón R. Papa	Ramón R. Papa	Ramón R. Papa	
67810,67811	PER	Elisa Romero	Elisa Romero	Elisa Romero	
67853	LOC	Kalumpit	Kalumpit	Kalumpit	
67894,67895	PER	María Cruz	María Cruz	María Cruz	
67900	MISC	FILIPINAS	Filipinas	Filipinas	
67910,67911	PER	CONSTANCIA POBLETE	Constancia Poblete	Constancia Poblete	
67935	PER	Liwayway	Liwayway	Liwayway	
67975	PER	Luis	Luis	Luis	
68002	PER	Bulaklak	Bulaklak	Bulaklak	
68016	PER	Liwayway	Liwayway	Liwayway	
68032,68033,68034	PER	G . Anselmo	Anselmo	Anselmo	
68047	PER	Anselmo	Anselmo	Anselmo	
68066	PER	Ligaya	Ligaya	Ligaya	
68073	PER	Patricio	Patricio	Patricio	
68089,68090	PER	. Mapagsikap	. Mapagsikap	. Mapagsikap	
68101	PER	Liwayway	Liwayway	Liwayway	
68111	PER	Patricio	Patricio	Patricio	
68116,68117	PER	. Mapagsikap	. Mapagsikap	. Mapagsikap	
68119	PER	Bulaklak	Bulaklak	Bulaklak	
68140	PER	Ligaya	Ligaya	Ligaya	
68163	PER	Liwayway	Liwayway	Liwayway	
68211	PER	Luis	Luis	Luis	
68223	PER	Liwayway	Liwayway	Liwayway	
68226	PER	Anselmo't	Anselmo	Anselmo	
68227	PER	Patricio	Patricio	Patricio	
68238	PER	Bulaklak	Bulaklak	Bulaklak	
68283	PER	Ligaya	Ligaya	Ligaya	
68299	PER	Liwayway	Liwayway	Liwayway	
68332	PER	Luis	Luis	Luis	
68362	PER	Bulaklak	Bulaklak	Bulaklak	
68375,68376,68377	PER	G . Luis	G. Luis	G. Luis	
68380	PER	Liwayway	Liwayway	Liwayway	
68389	PER	Ligaya	Ligaya	Ligaya	
68407,68408	PER	G. Luis	G. Luis	G. Luis	
68418	PER	Luis	Luis	Luis	
68424	PER	Patricio	Patricio	Patricio	
68435	PER	Anselmo	Anselmo	Anselmo	
68447	PER	Liwayway	Liwayway	Liwayway	
68466	PER	Anselmo	Anselmo	Anselmo	
68468	PER	Bulaklak	Bulaklak	Bulaklak	
68502	PER	Patricio	Patricio	Patricio	
68507,68508,68509	PER	Bb . Liwayway	Bb . Liwayway	Bb. Liwayway	
68520	PER	Ligaya	Ligaya	Ligaya	
68526	PER	Luis	Luis	Luis	
68532,68533	PER	Bb Ligaya	Bb Ligaya	Bb Ligaya	
68549	PER	Liwayway	Liwayway	Liwayway	
68569	PER	Anselmo	Anselmo	Anselmo	
68595	PER	Bulaklak	Bulaklak	Bulaklak	
68604	PER	Luis	Luis	Luis	
68618,68619,68620	PER	Bb . Bulaklak	Bb . Bulaklak	Bb. Bulaklak	
68633	PER	Ligaya	Ligaya	Ligaya	
68668	LOC	Egiptong	Egipto	Egipto	
68671	PER	Semiramis	Semiramis	Semiramis	Q107996086
68674	LOC	Españang	España	España	
68677,68678,68679,68680	PER	"Isabel "" la Católica"	"Isabel "" la Católica"	Isabel I de Castilla	Q45859
68684	LOC	Inglaterrang	Inglaterra	Inglaterra	
68690	PER	Victoria	Victoria I	Victoria del Reino Unido	Q9439
68819	LOC	FILIPINAS	Filipinas	Filipinas	
68845	LOC	Maynila'y	Manila	Manila	
68975	LOC	Filipinas	Filipinas	Filipinas	
69000	LOC	Maynila	Manila	Manila	
69007	LOC	FILIPINAS	Filipinas	Filipinas	
69035	LOC	FILIPINAS	Filipinas	Filipinas	
69070	LOC	Maynila’y	Manila	Manila	
69102,69103,69104	PER	Antonio F. Oliveros	Antonio F. Oliveros	Antonio F. Oliveros	
69121,69122,69123	PER	Francisco de Guia	Francisco de Guia	Francisco de Guia	
69126	LOC	CEBU	Cebú	Cebú	
69128	LOC	CEBU	Cebú	Cebú	
69129,69130,69131	PER	Guillermo Flavier Pablo	Guillermo Flavier Pablo	Guillermo Pablo	Q20579244
69138,69139,69140,69141	LOC	Calderon de la Barca	Calderon de la Barca	Calderon de la Barca	
69143,69144,69145	LOC	Plaza de Binondo	Plaza de Binondo	Plaza de Binondo	
69149	LOC	Manila	Manila	Manila	
69158,69159	PER	SINAMAY LEGASPI	SINAMAY LEGASPI	Sinamay Legaspi	
69184,69185,69186	LOC	calle Obando N.o	calle Obando N.o	calle Obando N.o	
69189,69190,69191	LOC	Sta . Cruz	Plaza de Santa Cruz	Plaza de Santa Cruz	
69213,69214	ORG	INTERNTATIONAL STUDIO	International Studio	International Studio	
69220	LOC	MANILA	Manila	Manila	
69223	MISC	FILIPINAS	Filipinas	Filipinas	
69226	MISC	MANILAFILATELICA	Manila Filatélica	Manila Filatélica	
69271	MISC	Legislación	Legislación	Legislación	
69273	MISC	Jurisprudencia	Jurisprudencia	Jurisprudencia	
69305	MISC	Espiritismo	Espiritismo	Espiritismo	
69308,69309	LOC	Calle Soler	Calle Soler	Calle Soler	
69340,69341	ORG	EL SOL	EL SOL	El Sol	
69351,69352,69353	LOC	Calle de Enrile	Calle de Enrile	Calle de Enrile	
69356	LOC	Alcala	Alcala	Alcala	
69358,69359	LOC	Santa Cruz	Plaza de Santa Cruz	Plaza de Santa Cruz	
69363	MISC	Sibul	Sibul	Sibul	
69388,69389	LOC	EL GUADALETE	EL GUADALETE	El Guadalete	
69391	LOC	CRESPO	Crespo	Crespo	
69395,69396	PER	Francisco Carreon	Francisco Carreon	Francisco Carreón	Q903319
69400	LOC	Maycawayan	Maycawayan	Maycawayan	
69427,69428,69429	ORG	Manila Railroad Comp	Manila Railroad Comp	Manila Railroad Comp	
69441	LOC	Meycawayan	Maycawayan	Maycawayan	
69443	LOC	Bulacan	Bulacan	Bulacan	
69453	LOC	Binondo	Binondo	Binondo	
69455	LOC	Manila	Manila	Manila	
69460,69461,69462	MISC	Noli me tangere	Noli me tangere	Noli me tangere	
69466	MISC	Filibusterismo	Filibusterismo	Filibusterismo	
